Sample_date,Sample_Time,DateTime, Station, Layer,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,T_Fahr,
9/14/2021,14:0:0,09/14/21 14:00, Patapsco River  - Aquarium East Surface,S,6.12,7.73,5.92,-0.72,10.08,79.232,
9/14/2021,14:15:0,09/14/21 14:15, Patapsco River  - Aquarium East Surface,S,6.1,7.73,5.92,-0.62,11.34,79.259,
9/14/2021,14:30:0,09/14/21 14:30, Patapsco River  - Aquarium East Surface,S,6.16,7.75,5.96,-0.72,12.66,79.331,
9/14/2021,14:45:0,09/14/21 14:45, Patapsco River  - Aquarium East Surface,S,6.19,7.75,5.97,-0.61,14.14,79.3166,
9/14/2021,15:0:0,09/14/21 15:00, Patapsco River  - Aquarium East Surface,S,6.22,7.8,6.23,-0.6,16.15,79.5002,
9/14/2021,15:15:0,09/14/21 15:15, Patapsco River  - Aquarium East Surface,S,6.16,7.89,6.67,-0.44,20.37,79.8044,
9/14/2021,15:30:0,09/14/21 15:30, Patapsco River  - Aquarium East Surface,S,6.2,7.89,6.65,-0.52,18.36,79.8368,
9/14/2021,15:45:0,09/14/21 15:45, Patapsco River  - Aquarium East Surface,S,6.14,7.89,6.64,-0.56,25.07,79.8206,
9/14/2021,16:0:0,09/14/21 16:00, Patapsco River  - Aquarium East Surface,S,6.14,7.88,6.63,-0.37,19.73,79.8278,
9/14/2021,16:15:0,09/14/21 16:15, Patapsco River  - Aquarium East Surface,S,6.18,7.81,6.24,-0.65,18.68,79.6712,
9/14/2021,16:30:0,09/14/21 16:30, Patapsco River  - Aquarium East Surface,S,6.1,7.81,6.35,-0.63,24.87,79.6712,
9/14/2021,16:45:0,09/14/21 16:45, Patapsco River  - Aquarium East Surface,S,6.08,7.81,6.35,-0.66,22.46,79.7036,
9/14/2021,17:0:0,09/14/21 17:00, Patapsco River  - Aquarium East Surface,S,6.14,7.92,6.87,-0.55,22.99,79.8116,
9/14/2021,17:15:0,09/14/21 17:15, Patapsco River  - Aquarium East Surface,S,6.06,8,7.24,-0.27,43.9,79.8782,
9/14/2021,17:30:0,09/14/21 17:30, Patapsco River  - Aquarium East Surface,S,6.11,7.94,6.91,-0.52,53.27,79.8494,
9/14/2021,17:45:0,09/14/21 17:45, Patapsco River  - Aquarium East Surface,S,6.06,8,7.19,-0.24,55.3,79.8422,
9/14/2021,18:0:0,09/14/21 18:00, Patapsco River  - Aquarium East Surface,S,6.07,7.93,6.81,-0.47,70.05,79.7486,
9/14/2021,18:15:0,09/14/21 18:15, Patapsco River  - Aquarium East Surface,S,6.07,7.97,7.08,-0.43,55.56,79.7918,
9/14/2021,18:30:0,09/14/21 18:30, Patapsco River  - Aquarium East Surface,S,6.02,7.99,7.19,-0.35,52.98,79.7306,
9/14/2021,18:45:0,09/14/21 18:45, Patapsco River  - Aquarium East Surface,S,6.05,7.99,7.06,-0.38,41.01,79.7036,
9/14/2021,19:0:0,09/14/21 19:00, Patapsco River  - Aquarium East Surface,S,6.07,8.02,7.29,-0.37,38.82,79.79,
9/14/2021,19:15:0,09/14/21 19:15, Patapsco River  - Aquarium East Surface,S,6.13,7.98,6.97,-0.51,32.9,79.781,
9/14/2021,19:30:0,09/14/21 19:30, Patapsco River  - Aquarium East Surface,S,6.1,8.03,7.35,-0.4,37.66,79.7522,
9/14/2021,19:45:0,09/14/21 19:45, Patapsco River  - Aquarium East Surface,S,6.11,8.05,7.36,-0.24,37.4,79.7162,
9/14/2021,20:0:0,09/14/21 20:00, Patapsco River  - Aquarium East Surface,S,6.09,7.99,7.05,-0.39,38.06,79.6676,
9/14/2021,20:15:0,09/14/21 20:15, Patapsco River  - Aquarium East Surface,S,6.13,7.96,6.83,-0.48,36.23,79.6244,
9/14/2021,20:30:0,09/14/21 20:30, Patapsco River  - Aquarium East Surface,S,6.14,7.9,6.62,-0.41,36.71,79.5236,
9/14/2021,20:45:0,09/14/21 20:45, Patapsco River  - Aquarium East Surface,S,6.13,7.88,6.56,-0.42,25.98,79.5524,
9/14/2021,21:0:0,09/14/21 21:00, Patapsco River  - Aquarium East Surface,S,6.16,7.82,6.19,-0.59,27.22,79.5524,
9/14/2021,21:15:0,09/14/21 21:15, Patapsco River  - Aquarium East Surface,S,6.16,7.78,5.98,-0.53,28.69,79.502,
9/14/2021,21:30:0,09/14/21 21:30, Patapsco River  - Aquarium East Surface,S,6.21,7.89,6.42,-0.41,34.1,79.6064,
9/14/2021,21:45:0,09/14/21 21:45, Patapsco River  - Aquarium East Surface,S,6.2,7.8,6.07,-0.63,24.95,79.5632,
9/14/2021,22:0:0,09/14/21 22:00, Patapsco River  - Aquarium East Surface,S,6.15,7.79,6.03,-0.51,26.06,79.4498,
9/14/2021,22:15:0,09/14/21 22:15, Patapsco River  - Aquarium East Surface,S,6.18,7.76,5.95,-0.56,26.83,79.457,
9/14/2021,22:30:0,09/14/21 22:30, Patapsco River  - Aquarium East Surface,S,6.23,7.76,5.9,-0.57,22.83,79.5524,
9/14/2021,22:45:0,09/14/21 22:45, Patapsco River  - Aquarium East Surface,S,6.26,7.76,5.81,-0.63,24.98,79.5686,
9/14/2021,23:0:0,09/14/21 23:00, Patapsco River  - Aquarium East Surface,S,6.27,7.72,5.68,-0.66,22.06,79.6064,
9/14/2021,23:15:0,09/14/21 23:15, Patapsco River  - Aquarium East Surface,S,6.28,7.72,5.63,-0.71,22.29,79.5794,
9/14/2021,23:30:0,09/14/21 23:30, Patapsco River  - Aquarium East Surface,S,6.3,7.71,5.65,-0.66,20.81,79.493,
9/14/2021,23:45:0,09/14/21 23:45, Patapsco River  - Aquarium East Surface,S,6.29,7.7,5.55,-0.62,20.6,79.4858,
9/15/2021,0:0:0,09/15/21 00:00, Patapsco River  - Aquarium East Surface,S,6.33,7.74,5.73,-0.54,22.97,79.5002,
9/15/2021,0:15:0,09/15/21 00:15, Patapsco River  - Aquarium East Surface,S,6.39,7.79,5.87,-0.44,22.47,79.4858,
9/15/2021,0:30:0,09/15/21 00:30, Patapsco River  - Aquarium East Surface,S,6.36,7.72,5.58,-0.6,20.68,79.4966,
9/15/2021,0:45:0,09/15/21 00:45, Patapsco River  - Aquarium East Surface,S,6.38,7.73,5.51,-0.58,23.16,79.457,
9/15/2021,1:0:0,09/15/21 01:00, Patapsco River  - Aquarium East Surface,S,6.39,7.76,5.74,-0.55,21.08,79.4012,
9/15/2021,1:15:0,09/15/21 01:15, Patapsco River  - Aquarium East Surface,S,6.39,7.75,5.65,-0.49,24.81,79.4102,
9/15/2021,1:30:0,09/15/21 01:30, Patapsco River  - Aquarium East Surface,S,6.38,7.75,5.67,-0.55,23.3,79.3328,
9/15/2021,1:45:0,09/15/21 01:45, Patapsco River  - Aquarium East Surface,S,6.38,7.74,5.64,-0.51,24.68,79.3418,
9/15/2021,2:0:0,09/15/21 02:00, Patapsco River  - Aquarium East Surface,S,6.37,7.71,5.54,-0.57,19.38,79.4102,
9/15/2021,2:15:0,09/15/21 02:15, Patapsco River  - Aquarium East Surface,S,6.38,7.76,5.66,-0.52,19.22,79.2554,
9/15/2021,2:30:0,09/15/21 02:30, Patapsco River  - Aquarium East Surface,S,6.37,7.76,5.71,-0.5,19.16,79.2392,
9/15/2021,2:45:0,09/15/21 02:45, Patapsco River  - Aquarium East Surface,S,6.4,7.81,5.86,-0.46,21.49,79.2338,
9/15/2021,3:0:0,09/15/21 03:00, Patapsco River  - Aquarium East Surface,S,6.38,7.8,5.81,-0.41,20.9,79.1816,
9/15/2021,3:15:0,09/15/21 03:15, Patapsco River  - Aquarium East Surface,S,6.41,7.82,5.83,-0.37,20.29,79.1816,
9/15/2021,3:30:0,09/15/21 03:30, Patapsco River  - Aquarium East Surface,S,6.39,7.77,5.81,-0.4,20.54,79.1762,
9/15/2021,3:45:0,09/15/21 03:45, Patapsco River  - Aquarium East Surface,S,6.42,7.81,5.82,-0.43,22.72,79.1924,
9/15/2021,4:0:0,09/15/21 04:00, Patapsco River  - Aquarium East Surface,S,6.41,7.78,5.67,-0.45,21.83,79.2104,
9/15/2021,4:15:0,09/15/21 04:15, Patapsco River  - Aquarium East Surface,S,6.4,7.79,5.74,-0.36,24.56,79.1348,
9/15/2021,4:30:0,09/15/21 04:30, Patapsco River  - Aquarium East Surface,S,6.41,7.79,5.71,-0.41,24.69,79.151,
9/15/2021,4:45:0,09/15/21 04:45, Patapsco River  - Aquarium East Surface,S,6.41,7.78,5.69,-0.42,24.88,79.0916,
9/15/2021,5:0:0,09/15/21 05:00, Patapsco River  - Aquarium East Surface,S,6.38,7.72,5.46,-0.51,20.47,78.9926,
9/15/2021,5:15:0,09/15/21 05:15, Patapsco River  - Aquarium East Surface,S,6.39,7.72,5.34,-0.51,22.01,78.9998,
9/15/2021,5:30:0,09/15/21 05:30, Patapsco River  - Aquarium East Surface,S,6.38,7.71,5.51,-0.41,22.69,78.8936,
9/15/2021,5:45:0,09/15/21 05:45, Patapsco River  - Aquarium East Surface,S,6.38,7.72,5.3,-0.47,24.56,79.0556,
9/15/2021,6:0:0,09/15/21 06:00, Patapsco River  - Aquarium East Surface,S,6.39,7.7,5.42,-0.47,22.2,78.9548,
9/15/2021,6:15:0,09/15/21 06:15, Patapsco River  - Aquarium East Surface,S,6.34,7.66,5.27,-0.49,18.8,78.7928,
9/15/2021,6:30:0,09/15/21 06:30, Patapsco River  - Aquarium East Surface,S,6.38,7.68,5.33,-0.45,18.96,78.9512,
9/15/2021,6:45:0,09/15/21 06:45, Patapsco River  - Aquarium East Surface,S,6.37,7.72,5.52,-0.42,21.77,78.8954,
9/15/2021,7:0:0,09/15/21 07:00, Patapsco River  - Aquarium East Surface,S,6.36,7.78,5.61,-0.44,23.3,78.845,
9/15/2021,7:15:0,09/15/21 07:15, Patapsco River  - Aquarium East Surface,S,6.35,7.78,5.54,-0.46,25.35,78.7982,
9/15/2021,7:30:0,09/15/21 07:30, Patapsco River  - Aquarium East Surface,S,6.29,7.81,5.86,-0.27,32.58,78.6812,
9/15/2021,7:45:0,09/15/21 07:45, Patapsco River  - Aquarium East Surface,S,6.31,7.83,5.48,-0.31,22.26,78.7136,
9/15/2021,8:0:0,09/15/21 08:00, Patapsco River  - Aquarium East Surface,S,6.25,7.86,6.07,-0.2,29.98,78.575,
9/15/2021,8:15:0,09/15/21 08:15, Patapsco River  - Aquarium East Surface,S,6.19,7.88,6.27,-0.26,28.81,78.368,
9/15/2021,8:30:0,09/15/21 08:30, Patapsco River  - Aquarium East Surface,S,6.16,7.88,6.19,-0.3,20,78.4274,
9/15/2021,8:45:0,09/15/21 08:45, Patapsco River  - Aquarium East Surface,S,6.16,7.93,6.45,-0.24,18.68,78.4454,
9/15/2021,9:0:0,09/15/21 09:00, Patapsco River  - Aquarium East Surface,S,6.24,7.93,6.38,-0.24,18.63,78.62,
9/15/2021,9:15:0,09/15/21 09:15, Patapsco River  - Aquarium East Surface,S,6.24,7.91,6.07,-0.42,13.12,78.6344,
9/15/2021,9:30:0,09/15/21 09:30, Patapsco River  - Aquarium East Surface,S,6.26,7.85,5.95,-0.53,11.45,78.6758,
9/15/2021,9:45:0,09/15/21 09:45, Patapsco River  - Aquarium East Surface,S,6.11,7.85,6.09,-0.57,9.89,78.71,
9/15/2021,10:0:0,09/15/21 10:00, Patapsco River  - Aquarium East Surface,S,6,7.96,6.74,-0.33,11.99,78.7154,
9/15/2021,10:15:0,09/15/21 10:15, Patapsco River  - Aquarium East Surface,S,5.89,8.03,7.21,-0.37,17.84,78.8216,
9/15/2021,10:30:0,09/15/21 10:30, Patapsco River  - Aquarium East Surface,S,5.92,8.02,6.99,-0.36,16.69,78.7856,
9/15/2021,10:45:0,09/15/21 10:45, Patapsco River  - Aquarium East Surface,S,5.76,8.14,7.74,-0.17,20.42,79.0268,
9/15/2021,11:0:0,09/15/21 11:00, Patapsco River  - Aquarium East Surface,S,5.85,8.04,7.19,-0.28,13.16,79.0772,
9/15/2021,11:15:0,09/15/21 11:15, Patapsco River  - Aquarium East Surface,S,5.82,8.15,7.65,-0.29,20.44,79.2932,
9/15/2021,11:30:0,09/15/21 11:30, Patapsco River  - Aquarium East Surface,S,5.74,8.2,8.11,-0.02,27.84,79.3886,
9/15/2021,11:45:0,09/15/21 11:45, Patapsco River  - Aquarium East Surface,S,5.66,8.32,8.84,-0.07,30.79,79.5812,
9/15/2021,12:0:0,09/15/21 12:00, Patapsco River  - Aquarium East Surface,S,5.67,8.38,9.24,0.24,38.57,79.619,
9/15/2021,12:15:0,09/15/21 12:15, Patapsco River  - Aquarium East Surface,S,5.59,8.42,9.4,0.08,32.25,79.8008,
9/15/2021,12:30:0,09/15/21 12:30, Patapsco River  - Aquarium East Surface,S,5.64,8.45,9.74,0.32,44.31,79.8584,
9/15/2021,12:45:0,09/15/21 12:45, Patapsco River  - Aquarium East Surface,S,5.64,8.48,9.76,0.42,37.68,79.9682,
9/15/2021,13:0:0,09/15/21 13:00, Patapsco River  - Aquarium East Surface,S,5.65,8.5,9.96,0.3,43.15,80.0258,
9/15/2021,13:15:0,09/15/21 13:15, Patapsco River  - Aquarium East Surface,S,5.7,8.58,10.47,0.88,65.41,80.2094,
9/15/2021,13:30:0,09/15/21 13:30, Patapsco River  - Aquarium East Surface,S,5.74,8.63,10.83,1.03,65.54,80.2778,
9/15/2021,13:45:0,09/15/21 13:45, Patapsco River  - Aquarium East Surface,S,5.62,8.65,11.24,1.27,88.99,80.3444,
9/15/2021,14:0:0,09/15/21 14:00, Patapsco River  - Aquarium East Surface,S,5.6,8.61,11.04,0.89,76.12,80.3102,
9/15/2021,14:15:0,09/15/21 14:15, Patapsco River  - Aquarium East Surface,S,5.66,8.59,10.6,0.85,78.92,80.2904,
9/15/2021,14:30:0,09/15/21 14:30, Patapsco River  - Aquarium East Surface,S,5.66,8.6,10.77,1.05,96.76,80.3066,
9/15/2021,14:45:0,09/15/21 14:45, Patapsco River  - Aquarium East Surface,S,5.63,8.56,10.45,1.11,89.99,80.267,
9/15/2021,15:0:0,09/15/21 15:00, Patapsco River  - Aquarium East Surface,S,5.57,8.56,10.6,1.02,99.94,80.2958,
9/15/2021,15:15:0,09/15/21 15:15, Patapsco River  - Aquarium East Surface,S,5.62,8.49,9.98,1.03,72.34,80.1878,
9/15/2021,15:30:0,09/15/21 15:30, Patapsco River  - Aquarium East Surface,S,5.66,8.58,10.53,1.19,108.67,80.3012,
9/15/2021,15:45:0,09/15/21 15:45, Patapsco River  - Aquarium East Surface,S,5.62,8.67,11.47,1.89,153.64,80.4326,
9/15/2021,16:0:0,09/15/21 16:00, Patapsco River  - Aquarium East Surface,S,5.63,8.65,11.1,1.91,148.84,80.3642,
9/15/2021,16:15:0,09/15/21 16:15, Patapsco River  - Aquarium East Surface,S,5.63,8.64,11.16,1.73,153.59,80.3732,
9/15/2021,16:30:0,09/15/21 16:30, Patapsco River  - Aquarium East Surface,S,5.64,8.65,11.06,1.76,164.05,80.393,
9/15/2021,16:45:0,09/15/21 16:45, Patapsco River  - Aquarium East Surface,S,5.65,8.64,11.02,1.71,151.85,80.3984,
9/15/2021,17:0:0,09/15/21 17:00, Patapsco River  - Aquarium East Surface,S,5.63,8.67,11.27,2.3,198.76,80.3948,
9/15/2021,17:15:0,09/15/21 17:15, Patapsco River  - Aquarium East Surface,S,5.65,8.61,10.61,1.4,156.41,80.2922,
9/15/2021,17:30:0,09/15/21 17:30, Patapsco River  - Aquarium East Surface,S,5.65,8.55,9.92,1.29,115.16,80.2328,
9/15/2021,17:45:0,09/15/21 17:45, Patapsco River  - Aquarium East Surface,S,5.65,8.52,9.57,1.09,120.47,80.1518,
9/15/2021,18:0:0,09/15/21 18:00, Patapsco River  - Aquarium East Surface,S,5.63,8.55,9.92,1.31,126.61,80.1518,
9/15/2021,18:15:0,09/15/21 18:15, Patapsco River  - Aquarium East Surface,S,5.65,8.56,9.92,1.5,138.04,80.2094,
9/15/2021,18:30:0,09/15/21 18:30, Patapsco River  - Aquarium East Surface,S,5.64,8.57,10.06,1.4,118.47,80.2058,
9/15/2021,18:45:0,09/15/21 18:45, Patapsco River  - Aquarium East Surface,S,5.61,8.58,10.22,1.49,120.32,80.1896,
9/15/2021,19:0:0,09/15/21 19:00, Patapsco River  - Aquarium East Surface,S,5.6,8.59,10.14,1.47,131.68,80.177,
9/15/2021,19:15:0,09/15/21 19:15, Patapsco River  - Aquarium East Surface,S,5.61,8.61,10.23,1.51,105.12,80.1806,
9/15/2021,19:30:0,09/15/21 19:30, Patapsco River  - Aquarium East Surface,S,5.6,8.54,9.53,1.39,137.72,80.0906,
9/15/2021,19:45:0,09/15/21 19:45, Patapsco River  - Aquarium East Surface,S,5.57,8.55,9.63,1.31,105.84,80.06,
9/15/2021,20:0:0,09/15/21 20:00, Patapsco River  - Aquarium East Surface,S,5.58,8.51,9.13,1.07,89.06,80.006,
9/15/2021,20:15:0,09/15/21 20:15, Patapsco River  - Aquarium East Surface,S,5.57,8.49,8.96,0.89,86.58,79.9736,
9/15/2021,20:30:0,09/15/21 20:30, Patapsco River  - Aquarium East Surface,S,5.53,8.5,9,1.05,94.92,79.9502,
9/15/2021,20:45:0,09/15/21 20:45, Patapsco River  - Aquarium East Surface,S,5.51,8.5,8.92,1.09,116.21,79.8692,
9/15/2021,21:0:0,09/15/21 21:00, Patapsco River  - Aquarium East Surface,S,5.51,8.48,8.85,0.74,60.94,79.8692,
9/15/2021,21:15:0,09/15/21 21:15, Patapsco River  - Aquarium East Surface,S,5.53,8.45,8.6,0.67,62.77,79.8458,
9/15/2021,21:30:0,09/15/21 21:30, Patapsco River  - Aquarium East Surface,S,5.59,8.4,8.2,0.58,53.77,79.925,
9/15/2021,21:45:0,09/15/21 21:45, Patapsco River  - Aquarium East Surface,S,5.64,8.46,8.58,0.85,68.53,79.844,
9/15/2021,22:0:0,09/15/21 22:00, Patapsco River  - Aquarium East Surface,S,5.61,8.41,8.24,0.84,68.6,79.8188,
9/15/2021,22:15:0,09/15/21 22:15, Patapsco River  - Aquarium East Surface,S,5.73,8.43,8.05,0.6,50.32,79.952,
9/15/2021,22:30:0,09/15/21 22:30, Patapsco River  - Aquarium East Surface,S,5.73,8.42,8.2,0.5,47.96,79.9106,
9/15/2021,22:45:0,09/15/21 22:45, Patapsco River  - Aquarium East Surface,S,5.74,8.41,8.13,0.56,49.42,79.8656,
9/15/2021,23:0:0,09/15/21 23:00, Patapsco River  - Aquarium East Surface,S,5.71,8.37,7.84,0.48,56.39,79.8062,
9/15/2021,23:15:0,09/15/21 23:15, Patapsco River  - Aquarium East Surface,S,5.73,8.4,7.95,0.52,48.73,79.8314,
9/15/2021,23:30:0,09/15/21 23:30, Patapsco River  - Aquarium East Surface,S,5.74,8.36,7.86,0.45,49.16,79.7486,
9/15/2021,23:45:0,09/15/21 23:45, Patapsco River  - Aquarium East Surface,S,5.74,8.38,7.9,0.44,48.46,79.7558,
9/16/2021,0:0:0,09/16/21 00:00, Patapsco River  - Aquarium East Surface,S,5.74,8.33,7.57,0.49,47.12,79.7288,
9/16/2021,0:15:0,09/16/21 00:15, Patapsco River  - Aquarium East Surface,S,5.83,8.34,7.48,0.34,37.26,79.8512,
9/16/2021,0:30:0,09/16/21 00:30, Patapsco River  - Aquarium East Surface,S,5.8,8.28,7.22,0.28,40.8,79.7702,
9/16/2021,0:45:0,09/16/21 00:45, Patapsco River  - Aquarium East Surface,S,5.79,8.26,7.04,0.22,41.01,79.7702,
9/16/2021,1:0:0,09/16/21 01:00, Patapsco River  - Aquarium East Surface,S,5.79,8.27,6.93,0.26,35.84,79.7882,
9/16/2021,1:15:0,09/16/21 01:15, Patapsco River  - Aquarium East Surface,S,5.83,8.26,7,0.26,36.4,79.7774,
9/16/2021,1:30:0,09/16/21 01:30, Patapsco River  - Aquarium East Surface,S,5.81,8.27,7.05,0.31,37.41,79.745,
9/16/2021,1:45:0,09/16/21 01:45, Patapsco River  - Aquarium East Surface,S,5.79,8.23,6.97,0.26,44.08,79.6388,
9/16/2021,2:0:0,09/16/21 02:00, Patapsco River  - Aquarium East Surface,S,5.81,8.24,6.91,0.24,36.44,79.7072,
9/16/2021,2:15:0,09/16/21 02:15, Patapsco River  - Aquarium East Surface,S,5.76,8.19,6.66,0.37,39.54,79.5668,
9/16/2021,2:30:0,09/16/21 02:30, Patapsco River  - Aquarium East Surface,S,5.8,8.23,6.8,0.18,37.66,79.682,
9/16/2021,2:45:0,09/16/21 02:45, Patapsco River  - Aquarium East Surface,S,5.79,8.19,6.55,0.18,35.07,79.6298,
9/16/2021,3:0:0,09/16/21 03:00, Patapsco River  - Aquarium East Surface,S,5.79,8.2,6.56,0.23,35.03,79.655,
9/16/2021,3:15:0,09/16/21 03:15, Patapsco River  - Aquarium East Surface,S,5.78,8.17,6.41,0.14,39.08,79.6136,
9/16/2021,3:30:0,09/16/21 03:30, Patapsco River  - Aquarium East Surface,S,5.79,8.16,6.36,0.09,37.82,79.6208,
9/16/2021,3:45:0,09/16/21 03:45, Patapsco River  - Aquarium East Surface,S,5.81,8.17,6.37,0.21,29.51,79.664,
9/16/2021,4:0:0,09/16/21 04:00, Patapsco River  - Aquarium East Surface,S,5.81,8.17,6.34,0.64,25.43,79.7036,
9/16/2021,4:15:0,09/16/21 04:15, Patapsco River  - Aquarium East Surface,S,5.81,8.13,6,0.06,26.24,79.6712,
9/16/2021,4:30:0,09/16/21 04:30, Patapsco River  - Aquarium East Surface,S,5.82,8.16,6.35,0.01,24.22,79.6838,
9/16/2021,4:45:0,09/16/21 04:45, Patapsco River  - Aquarium East Surface,S,5.81,8.2,6.58,0.06,26.23,79.6748,
9/16/2021,5:0:0,09/16/21 05:00, Patapsco River  - Aquarium East Surface,S,5.82,8.16,6.17,0.01,27.96,79.673,
9/16/2021,5:15:0,09/16/21 05:15, Patapsco River  - Aquarium East Surface,S,5.82,8.16,6.27,-0.04,26.31,79.6478,
9/16/2021,5:30:0,09/16/21 05:30, Patapsco River  - Aquarium East Surface,S,5.81,8.12,6,-0.07,23.75,79.6406,
9/16/2021,5:45:0,09/16/21 05:45, Patapsco River  - Aquarium East Surface,S,5.81,8.14,6.16,0.07,24.87,79.6352,
9/16/2021,6:0:0,09/16/21 06:00, Patapsco River  - Aquarium East Surface,S,5.81,8.15,6.28,0.09,27.77,79.6064,
9/16/2021,6:15:0,09/16/21 06:15, Patapsco River  - Aquarium East Surface,S,5.81,8.1,6.02,-0.08,22.61,79.6226,
9/16/2021,6:30:0,09/16/21 06:30, Patapsco River  - Aquarium East Surface,S,5.81,8.13,6.07,-0.02,23.82,79.61,
9/16/2021,6:45:0,09/16/21 06:45, Patapsco River  - Aquarium East Surface,S,5.81,8.14,6.06,-0.03,23.72,79.601,
9/16/2021,7:0:0,09/16/21 07:00, Patapsco River  - Aquarium East Surface,S,5.8,8.14,6.02,0.04,25.45,79.5794,
9/16/2021,7:15:0,09/16/21 07:15, Patapsco River  - Aquarium East Surface,S,5.8,8.1,5.79,0.08,17.61,79.5614,
9/16/2021,7:30:0,09/16/21 07:30, Patapsco River  - Aquarium East Surface,S,5.79,8.11,5.89,0.11,19.55,79.5236,
9/16/2021,7:45:0,09/16/21 07:45, Patapsco River  - Aquarium East Surface,S,5.79,8.11,5.87,0.01,25.99,79.4894,
9/16/2021,8:0:0,09/16/21 08:00, Patapsco River  - Aquarium East Surface,S,5.77,8.16,6.12,0.19,23.42,79.4768,
9/16/2021,8:15:0,09/16/21 08:15, Patapsco River  - Aquarium East Surface,S,5.77,8.13,5.96,0.08,23.78,79.4552,
9/16/2021,8:30:0,09/16/21 08:30, Patapsco River  - Aquarium East Surface,S,5.78,8.1,5.83,-0.04,19.21,79.4732,
9/16/2021,8:45:0,09/16/21 08:45, Patapsco River  - Aquarium East Surface,S,5.78,8.09,5.88,0.11,19.59,79.4804,
9/16/2021,9:0:0,09/16/21 09:00, Patapsco River  - Aquarium East Surface,S,5.78,8.05,5.56,-0.11,13.26,79.4912,
9/16/2021,9:15:0,09/16/21 09:15, Patapsco River  - Aquarium East Surface,S,5.78,8.04,5.57,-0.24,11.68,79.5038,
9/16/2021,9:30:0,09/16/21 09:30, Patapsco River  - Aquarium East Surface,S,5.78,8.03,5.52,0.16,12.54,79.5038,
9/16/2021,9:45:0,09/16/21 09:45, Patapsco River  - Aquarium East Surface,S,5.78,8.03,5.51,-0.18,12.56,79.5074,
9/16/2021,10:0:0,09/16/21 10:00, Patapsco River  - Aquarium East Surface,S,5.77,8.03,5.5,-0.14,13.65,79.5074,
9/16/2021,10:15:0,09/16/21 10:15, Patapsco River  - Aquarium East Surface,S,5.76,8.07,5.56,0.13,14.46,79.502,
9/16/2021,10:30:0,09/16/21 10:30, Patapsco River  - Aquarium East Surface,S,5.75,8.11,5.73,0.1,14.98,79.4912,
9/16/2021,10:45:0,09/16/21 10:45, Patapsco River  - Aquarium East Surface,S,5.74,8.14,5.85,0.14,15.44,79.5488,
9/16/2021,11:0:0,09/16/21 11:00, Patapsco River  - Aquarium East Surface,S,5.71,8.21,6.21,0.22,17.78,79.5092,
9/16/2021,11:15:0,09/16/21 11:15, Patapsco River  - Aquarium East Surface,S,5.64,8.37,7.15,0.73,29.13,79.4822,
9/16/2021,11:30:0,09/16/21 11:30, Patapsco River  - Aquarium East Surface,S,5.55,8.47,8.06,0.69,53.9,79.8512,
9/16/2021,11:45:0,09/16/21 11:45, Patapsco River  - Aquarium East Surface,S,5.48,8.43,7.84,0.55,43.03,79.8134,
9/16/2021,12:0:0,09/16/21 12:00, Patapsco River  - Aquarium East Surface,S,5.42,8.46,8.14,0.58,33.39,79.853,
9/16/2021,12:15:0,09/16/21 12:15, Patapsco River  - Aquarium East Surface,S,5.4,8.45,8.09,0.76,33.78,79.8602,
9/16/2021,12:30:0,09/16/21 12:30, Patapsco River  - Aquarium East Surface,S,5.37,8.5,8.39,0.64,41.48,79.8944,
9/16/2021,12:45:0,09/16/21 12:45, Patapsco River  - Aquarium East Surface,S,5.35,8.54,8.62,1.03,56.81,79.862,
9/16/2021,13:0:0,09/16/21 13:00, Patapsco River  - Aquarium East Surface,S,5.34,8.54,8.56,1.21,49.72,79.862,
9/16/2021,13:15:0,09/16/21 13:15, Patapsco River  - Aquarium East Surface,S,5.3,8.58,8.86,0.95,58.82,79.916,
9/16/2021,13:30:0,09/16/21 13:30, Patapsco River  - Aquarium East Surface,S,5.29,8.58,8.92,1.28,51.34,79.9034,
9/16/2021,13:45:0,09/16/21 13:45, Patapsco River  - Aquarium East Surface,S,5.3,8.56,8.63,0.91,57.23,79.9034,
9/16/2021,14:0:0,09/16/21 14:00, Patapsco River  - Aquarium East Surface,S,5.27,8.58,8.99,1,73.67,79.9682,
9/16/2021,14:15:0,09/16/21 14:15, Patapsco River  - Aquarium East Surface,S,5.34,8.59,9.01,1.05,57.71,79.8854,
9/16/2021,14:30:0,09/16/21 14:30, Patapsco River  - Aquarium East Surface,S,5.29,8.6,9.09,1.07,54.54,79.961,
9/16/2021,14:45:0,09/16/21 14:45, Patapsco River  - Aquarium East Surface,S,5.29,8.62,9.17,1.11,65.06,79.9592,
9/16/2021,15:0:0,09/16/21 15:00, Patapsco River  - Aquarium East Surface,S,5.31,8.67,9.55,1.4,68.81,80.0276,
9/16/2021,15:15:0,09/16/21 15:15, Patapsco River  - Aquarium East Surface,S,5.29,8.66,9.49,1.6,85.38,80.0888,
9/16/2021,15:30:0,09/16/21 15:30, Patapsco River  - Aquarium East Surface,S,5.23,8.7,9.81,1.93,122.95,80.1608,
9/16/2021,15:45:0,09/16/21 15:45, Patapsco River  - Aquarium East Surface,S,5.21,8.69,9.77,1.9,104.13,80.168,
9/16/2021,16:0:0,09/16/21 16:00, Patapsco River  - Aquarium East Surface,S,5.24,8.68,9.53,1.75,79.97,80.1698,
