Sample_date,Sample_Time,DateTime, Station, Layer,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,T_Fahr,
9/1/2021,0:0:0,09/01/21 00:00, Patapsco River  - Aquarium East Surface,S,6.67,7.3,2.06,1.8,3.05,82.346,
9/1/2021,0:15:0,09/01/21 00:15, Patapsco River  - Aquarium East Surface,S,6.8,7.29,2.16,2.07,4.15,82.427,
9/1/2021,0:30:0,09/01/21 00:30, Patapsco River  - Aquarium East Surface,S,6.73,7.33,1.93,1.93,3.79,82.3082,
9/1/2021,0:45:0,09/01/21 00:45, Patapsco River  - Aquarium East Surface,S,6.71,7.28,1.47,1.54,3.05,82.454,
9/1/2021,1:0:0,09/01/21 01:00, Patapsco River  - Aquarium East Surface,S,6.71,7.33,2.36,2.22,4.55,82.2272,
9/1/2021,1:15:0,09/01/21 01:15, Patapsco River  - Aquarium East Surface,S,6.8,7.32,1.99,2.25,4.47,82.5278,
9/1/2021,1:30:0,09/01/21 01:30, Patapsco River  - Aquarium East Surface,S,6.79,7.29,1.63,1.88,3.7,82.49,
9/1/2021,1:45:0,09/01/21 01:45, Patapsco River  - Aquarium East Surface,S,6.71,7.31,2.29,2.3,3.96,82.1462,
9/1/2021,2:0:0,09/01/21 02:00, Patapsco River  - Aquarium East Surface,S,6.72,7.29,1.86,2.27,3.99,82.1696,
9/1/2021,2:15:0,09/01/21 02:15, Patapsco River  - Aquarium East Surface,S,6.74,7.3,2.06,2.2,4.42,82.1516,
9/1/2021,2:30:0,09/01/21 02:30, Patapsco River  - Aquarium East Surface,S,6.71,7.28,2.26,2.27,4.25,82.031,
9/1/2021,2:45:0,09/01/21 02:45, Patapsco River  - Aquarium East Surface,S,6.69,7.28,2.06,1.86,4.47,81.9932,
9/1/2021,3:0:0,09/01/21 03:00, Patapsco River  - Aquarium East Surface,S,6.7,7.29,2.16,1.93,4.73,81.9914,
9/1/2021,3:15:0,09/01/21 03:15, Patapsco River  - Aquarium East Surface,S,6.74,7.26,1.71,1.95,3.92,82.1102,
9/1/2021,3:30:0,09/01/21 03:30, Patapsco River  - Aquarium East Surface,S,6.64,7.28,1.81,1.98,4.13,81.905,
9/1/2021,3:45:0,09/01/21 03:45, Patapsco River  - Aquarium East Surface,S,6.69,7.29,2.09,2.12,4.41,81.6764,
9/1/2021,4:0:0,09/01/21 04:00, Patapsco River  - Aquarium East Surface,S,6.69,7.3,2.29,1.77,4.44,81.8366,
9/1/2021,4:15:0,09/01/21 04:15, Patapsco River  - Aquarium East Surface,S,6.48,7.3,2.04,1.56,3.01,81.6962,
9/1/2021,4:30:0,09/01/21 04:30, Patapsco River  - Aquarium East Surface,S,6.29,7.28,2.73,2.36,4.16,81.2408,
9/1/2021,4:45:0,09/01/21 04:45, Patapsco River  - Aquarium East Surface,S,6.48,7.24,2.24,2.68,4.56,81.6044,
9/1/2021,5:0:0,09/01/21 05:00, Patapsco River  - Aquarium East Surface,S,6.52,7.25,2.43,2.58,4.68,81.5108,
9/1/2021,5:15:0,09/01/21 05:15, Patapsco River  - Aquarium East Surface,S,6.39,7.25,2.46,2.8,4.92,81.482,
9/1/2021,5:30:0,09/01/21 05:30, Patapsco River  - Aquarium East Surface,S,6.44,7.23,2.34,2.53,4.67,81.527,
9/1/2021,5:45:0,09/01/21 05:45, Patapsco River  - Aquarium East Surface,S,6.36,7.23,2.26,2.46,5.59,81.392,
9/1/2021,6:0:0,09/01/21 06:00, Patapsco River  - Aquarium East Surface,S,6.29,7.23,2.24,2.56,4.9,81.2156,
9/1/2021,6:15:0,09/01/21 06:15, Patapsco River  - Aquarium East Surface,S,6.25,7.2,2.03,2.45,4.23,81.1958,
9/1/2021,6:30:0,09/01/21 06:30, Patapsco River  - Aquarium East Surface,S,6.22,7.21,2.16,2.18,4.96,81.1958,
9/1/2021,6:45:0,09/01/21 06:45, Patapsco River  - Aquarium East Surface,S,6.18,7.24,2.63,2.14,3.63,80.9744,
9/1/2021,7:0:0,09/01/21 07:00, Patapsco River  - Aquarium East Surface,S,6.09,7.25,2.67,1.84,4.34,80.8286,
9/1/2021,7:15:0,09/01/21 07:15, Patapsco River  - Aquarium East Surface,S,5.93,7.27,2.7,1.76,5.01,80.6018,
9/1/2021,7:30:0,09/01/21 07:30, Patapsco River  - Aquarium East Surface,S,5.94,7.28,2.79,1.55,4.43,80.6882,
9/1/2021,7:45:0,09/01/21 07:45, Patapsco River  - Aquarium East Surface,S,5.9,7.32,3.07,1.69,5.36,80.5478,
9/1/2021,8:0:0,09/01/21 08:00, Patapsco River  - Aquarium East Surface,S,5.85,7.31,2.98,1.93,4.1,80.6756,
9/1/2021,8:15:0,09/01/21 08:15, Patapsco River  - Aquarium East Surface,S,5.95,7.28,2.52,2.01,5.2,80.8898,
9/1/2021,8:30:0,09/01/21 08:30, Patapsco River  - Aquarium East Surface,S,5.84,7.3,2.87,2.11,7.16,80.6522,
9/1/2021,8:45:0,09/01/21 08:45, Patapsco River  - Aquarium East Surface,S,5.82,7.3,2.87,2.33,9.05,80.6738,
9/1/2021,9:0:0,09/01/21 09:00, Patapsco River  - Aquarium East Surface,S,5.82,7.32,3.14,1.92,7.59,80.6864,
9/1/2021,9:15:0,09/01/21 09:15, Patapsco River  - Aquarium East Surface,S,5.78,7.31,3.19,1.95,6.6,80.6702,
9/1/2021,9:30:0,09/01/21 09:30, Patapsco River  - Aquarium East Surface,S,5.68,7.29,2.92,1.82,5.92,80.5496,
9/1/2021,9:45:0,09/01/21 09:45, Patapsco River  - Aquarium East Surface,S,5.76,7.29,2.95,2.24,6.94,80.735,
9/1/2021,10:0:0,09/01/21 10:00, Patapsco River  - Aquarium East Surface,S,5.68,7.34,3.08,2.45,6.5,80.5478,
9/1/2021,10:15:0,09/01/21 10:15, Patapsco River  - Aquarium East Surface,S,5.63,7.29,2.88,2.06,6.38,80.5442,
9/1/2021,10:30:0,09/01/21 10:30, Patapsco River  - Aquarium East Surface,S,5.63,7.35,3.25,2.77,5.3,80.5442,
9/1/2021,10:45:0,09/01/21 10:45, Patapsco River  - Aquarium East Surface,S,5.61,7.32,3.08,2.42,3.88,80.573,
9/1/2021,11:0:0,09/01/21 11:00, Patapsco River  - Aquarium East Surface,S,5.77,7.29,2.85,2.49,4.14,80.807,
9/1/2021,11:15:0,09/01/21 11:15, Patapsco River  - Aquarium East Surface,S,5.74,7.29,2.91,2.01,4.98,80.7566,
9/1/2021,11:30:0,09/01/21 11:30, Patapsco River  - Aquarium East Surface,S,5.71,7.33,3.22,2.42,10.38,80.8124,
9/1/2021,11:45:0,09/01/21 11:45, Patapsco River  - Aquarium East Surface,S,5.65,7.35,3.68,2.85,11.11,80.8358,
9/1/2021,12:0:0,09/01/21 12:00, Patapsco River  - Aquarium East Surface,S,5.34,7.37,3.75,2.92,10.78,80.4884,
9/1/2021,12:15:0,09/01/21 12:15, Patapsco River  - Aquarium East Surface,S,5.27,7.4,4.07,3.57,14.96,80.4776,
9/1/2021,12:30:0,09/01/21 12:30, Patapsco River  - Aquarium East Surface,S,5.14,7.4,4.3,3.75,17.26,80.3318,
9/1/2021,12:45:0,09/01/21 12:45, Patapsco River  - Aquarium East Surface,S,5.02,7.42,4.46,4.65,20.8,80.2184,
9/1/2021,13:0:0,09/01/21 13:00, Patapsco River  - Aquarium East Surface,S,4.88,7.41,4.52,4.96,16.47,80.096,
9/1/2021,13:15:0,09/01/21 13:15, Patapsco River  - Aquarium East Surface,S,4.72,7.45,4.64,6.3,16.71,79.9322,
9/1/2021,13:30:0,09/01/21 13:30, Patapsco River  - Aquarium East Surface,S,4.65,7.4,4.28,6.41,14.47,79.8674,
9/1/2021,13:45:0,09/01/21 13:45, Patapsco River  - Aquarium East Surface,S,4.46,7.4,4.36,6.31,19.37,79.6874,
9/1/2021,14:0:0,09/01/21 14:00, Patapsco River  - Aquarium East Surface,S,4.35,7.41,4.71,7.11,17.29,79.583,
9/1/2021,14:15:0,09/01/21 14:15, Patapsco River  - Aquarium East Surface,S,4.25,7.42,4.81,6.99,17.49,79.502,
9/1/2021,14:30:0,09/01/21 14:30, Patapsco River  - Aquarium East Surface,S,4.22,7.39,4.81,6.18,15.09,79.4678,
9/1/2021,14:45:0,09/01/21 14:45, Patapsco River  - Aquarium East Surface,S,4.11,7.45,5.03,8.36,17.34,79.2932,
9/1/2021,15:0:0,09/01/21 15:00, Patapsco River  - Aquarium East Surface,S,3.99,7.45,5.03,8.17,18.78,79.1852,
9/1/2021,15:15:0,09/01/21 15:15, Patapsco River  - Aquarium East Surface,S,3.93,7.41,4.86,7.43,15.62,79.1042,
9/1/2021,15:30:0,09/01/21 15:30, Patapsco River  - Aquarium East Surface,S,3.79,7.43,5.18,8.01,15.88,78.9926,
9/1/2021,15:45:0,09/01/21 15:45, Patapsco River  - Aquarium East Surface,S,3.79,7.41,5.03,7.72,16.74,78.962,
9/1/2021,16:0:0,09/01/21 16:00, Patapsco River  - Aquarium East Surface,S,3.68,7.43,5.12,8.05,17.94,78.8378,
9/1/2021,16:15:0,09/01/21 16:15, Patapsco River  - Aquarium East Surface,S,3.81,7.38,4.93,6.06,13.92,79.0214,
9/1/2021,16:30:0,09/01/21 16:30, Patapsco River  - Aquarium East Surface,S,3.74,7.38,4.96,6.48,12.59,78.9854,
9/1/2021,16:45:0,09/01/21 16:45, Patapsco River  - Aquarium East Surface,S,3.81,7.37,4.98,6.14,15.89,79.0826,
9/1/2021,17:0:0,09/01/21 17:00, Patapsco River  - Aquarium East Surface,S,3.76,7.36,4.79,5.73,18.77,79.061,
9/1/2021,17:15:0,09/01/21 17:15, Patapsco River  - Aquarium East Surface,S,3.73,7.41,5.14,6.96,17.76,79.0142,
9/1/2021,17:30:0,09/01/21 17:30, Patapsco River  - Aquarium East Surface,S,3.71,7.4,5.07,6.36,29.16,79.0358,
9/1/2021,17:45:0,09/01/21 17:45, Patapsco River  - Aquarium East Surface,S,3.62,7.45,5.38,6.91,40.51,79.0016,
9/1/2021,18:0:0,09/01/21 18:00, Patapsco River  - Aquarium East Surface,S,3.55,7.46,5.55,6.73,34.51,79.0304,
9/1/2021,18:15:0,09/01/21 18:15, Patapsco River  - Aquarium East Surface,S,3.58,7.43,5.51,6.25,23.48,79.0844,
9/1/2021,18:30:0,09/01/21 18:30, Patapsco River  - Aquarium East Surface,S,3.41,7.44,5.35,6.93,23.46,78.8936,
9/1/2021,18:45:0,09/01/21 18:45, Patapsco River  - Aquarium East Surface,S,3.51,7.43,5.29,6.29,19.03,79.016,
9/1/2021,19:0:0,09/01/21 19:00, Patapsco River  - Aquarium East Surface,S,3.58,7.38,4.98,5.9,20.67,79.0052,
9/1/2021,19:15:0,09/01/21 19:15, Patapsco River  - Aquarium East Surface,S,3.69,7.38,4.89,4.65,17.49,78.9782,
9/1/2021,19:30:0,09/01/21 19:30, Patapsco River  - Aquarium East Surface,S,3.69,7.38,5.02,8.89,20.57,78.9386,
9/1/2021,19:45:0,09/01/21 19:45, Patapsco River  - Aquarium East Surface,S,3.69,7.36,4.89,4.96,13.5,78.8306,
9/1/2021,20:0:0,09/01/21 20:00, Patapsco River  - Aquarium East Surface,S,3.87,7.31,4.52,4.71,13.39,79.0448,
9/1/2021,20:15:0,09/01/21 20:15, Patapsco River  - Aquarium East Surface,S,3.92,7.32,4.52,4.92,12.37,79.0394,
9/1/2021,20:30:0,09/01/21 20:30, Patapsco River  - Aquarium East Surface,S,4.17,7.26,3.76,3.93,9.29,79.3742,
9/1/2021,20:45:0,09/01/21 20:45, Patapsco River  - Aquarium East Surface,S,4.19,7.25,3.71,3.99,8.61,79.4732,
9/1/2021,21:0:0,09/01/21 21:00, Patapsco River  - Aquarium East Surface,S,4.44,7.23,3.5,5.02,8.38,79.5236,
9/1/2021,21:15:0,09/01/21 21:15, Patapsco River  - Aquarium East Surface,S,4.79,7.25,3.43,3.33,8,79.889,
9/1/2021,21:30:0,09/01/21 21:30, Patapsco River  - Aquarium East Surface,S,5.02,7.22,3.08,2.62,7.13,80.1968,
9/1/2021,21:45:0,09/01/21 21:45, Patapsco River  - Aquarium East Surface,S,4.69,7.27,3.57,4,7.06,79.5542,
9/1/2021,22:0:0,09/01/21 22:00, Patapsco River  - Aquarium East Surface,S,4.61,7.26,3.54,3.49,6.16,79.6748,
9/1/2021,22:15:0,09/01/21 22:15, Patapsco River  - Aquarium East Surface,S,4.52,7.26,3.48,3.55,6.94,79.2896,
9/1/2021,22:30:0,09/01/21 22:30, Patapsco River  - Aquarium East Surface,S,4.82,7.18,2.37,2.31,6.18,79.808,
9/1/2021,22:45:0,09/01/21 22:45, Patapsco River  - Aquarium East Surface,S,5.07,7.19,2.67,2.17,7.03,79.9952,
9/1/2021,23:0:0,09/01/21 23:00, Patapsco River  - Aquarium East Surface,S,5.31,7.23,2.82,2.49,6.26,80.1482,
9/1/2021,23:15:0,09/01/21 23:15, Patapsco River  - Aquarium East Surface,S,5.54,7.22,2.81,2.38,5.47,80.51,
9/1/2021,23:30:0,09/01/21 23:30, Patapsco River  - Aquarium East Surface,S,5.6,7.21,2.51,2.28,6.57,80.4794,
9/1/2021,23:45:0,09/01/21 23:45, Patapsco River  - Aquarium East Surface,S,5.68,7.23,2.65,1.93,5.72,80.438,
9/2/2021,0:0:0,09/02/21 00:00, Patapsco River  - Aquarium East Surface,S,5.64,7.23,2.71,2.34,4.79,80.2832,
9/2/2021,0:15:0,09/02/21 00:15, Patapsco River  - Aquarium East Surface,S,5.63,7.24,2.75,3.84,4.56,80.4668,
9/2/2021,0:30:0,09/02/21 00:30, Patapsco River  - Aquarium East Surface,S,5.69,7.25,2.72,2.02,4.53,80.4344,
9/2/2021,0:45:0,09/02/21 00:45, Patapsco River  - Aquarium East Surface,S,5.69,7.24,2.59,2.48,5.21,80.2922,
9/2/2021,1:0:0,09/02/21 01:00, Patapsco River  - Aquarium East Surface,S,5.88,7.25,2.49,2.01,5.34,80.6918,
9/2/2021,1:15:0,09/02/21 01:15, Patapsco River  - Aquarium East Surface,S,5.9,7.25,2.39,1.59,5.17,80.708,
9/2/2021,1:30:0,09/02/21 01:30, Patapsco River  - Aquarium East Surface,S,5.98,7.27,2.62,1.65,5.42,80.5424,
9/2/2021,1:45:0,09/02/21 01:45, Patapsco River  - Aquarium East Surface,S,6,7.25,2.47,1.51,4.65,80.609,
9/2/2021,2:0:0,09/02/21 02:00, Patapsco River  - Aquarium East Surface,S,6.11,7.26,2.48,1.44,5.52,80.699,
9/2/2021,2:15:0,09/02/21 02:15, Patapsco River  - Aquarium East Surface,S,6.24,7.27,2.54,1.96,5.88,80.8628,
9/2/2021,2:30:0,09/02/21 02:30, Patapsco River  - Aquarium East Surface,S,6.24,7.26,2.41,1.62,6.4,80.7116,
9/2/2021,2:45:0,09/02/21 02:45, Patapsco River  - Aquarium East Surface,S,6.31,7.29,2.54,1.62,5.3,81.0626,
9/2/2021,3:0:0,09/02/21 03:00, Patapsco River  - Aquarium East Surface,S,6.38,7.29,2.49,1.59,5.9,80.915,
9/2/2021,3:15:0,09/02/21 03:15, Patapsco River  - Aquarium East Surface,S,6.3,7.27,2.32,1.38,5.49,80.7422,
9/2/2021,3:30:0,09/02/21 03:30, Patapsco River  - Aquarium East Surface,S,6.44,7.28,2.26,1.32,5.68,81.1634,
9/2/2021,3:45:0,09/02/21 03:45, Patapsco River  - Aquarium East Surface,S,6.43,7.26,2.14,1.22,5.09,81.023,
9/2/2021,4:0:0,09/02/21 04:00, Patapsco River  - Aquarium East Surface,S,6.48,7.3,2.39,1.62,6.45,81.0806,
9/2/2021,4:15:0,09/02/21 04:15, Patapsco River  - Aquarium East Surface,S,6.46,7.3,2.39,1.56,6.09,80.7908,
9/2/2021,4:30:0,09/02/21 04:30, Patapsco River  - Aquarium East Surface,S,6.47,7.29,2.37,1.62,6.97,80.8196,
9/2/2021,4:45:0,09/02/21 04:45, Patapsco River  - Aquarium East Surface,S,6.53,7.26,2.13,1.25,6.62,80.9816,
9/2/2021,5:0:0,09/02/21 05:00, Patapsco River  - Aquarium East Surface,S,6.58,7.25,1.9,1.37,6.43,81.0266,
9/2/2021,5:15:0,09/02/21 05:15, Patapsco River  - Aquarium East Surface,S,6.59,7.25,1.9,1.35,5.97,80.9636,
9/2/2021,5:30:0,09/02/21 05:30, Patapsco River  - Aquarium East Surface,S,6.62,7.24,1.88,1.31,6.47,81.023,
9/2/2021,5:45:0,09/02/21 05:45, Patapsco River  - Aquarium East Surface,S,6.67,7.24,1.68,1.16,8.09,81.1058,
9/2/2021,6:0:0,09/02/21 06:00, Patapsco River  - Aquarium East Surface,S,6.74,7.22,1.56,1.29,4.96,81.131,
9/2/2021,6:15:0,09/02/21 06:15, Patapsco River  - Aquarium East Surface,S,6.82,7.21,1.4,1.31,4.91,81.3416,
9/2/2021,6:30:0,09/02/21 06:30, Patapsco River  - Aquarium East Surface,S,6.8,7.21,1.47,1.47,5.79,81.2084,
9/2/2021,6:45:0,09/02/21 06:45, Patapsco River  - Aquarium East Surface,S,6.8,7.21,1.68,1.32,4.82,81.2156,
9/2/2021,7:0:0,09/02/21 07:00, Patapsco River  - Aquarium East Surface,S,6.76,7.21,1.49,1.3,4.23,80.9348,
9/2/2021,7:15:0,09/02/21 07:15, Patapsco River  - Aquarium East Surface,S,6.88,7.21,1.49,1.68,3.87,81.0536,
9/2/2021,7:30:0,09/02/21 07:30, Patapsco River  - Aquarium East Surface,S,6.58,7.21,1.8,1.53,6.79,80.2562,
9/2/2021,7:45:0,09/02/21 07:45, Patapsco River  - Aquarium East Surface,S,6.72,7.19,1.39,1.63,4.23,80.8538,
9/2/2021,8:0:0,09/02/21 08:00, Patapsco River  - Aquarium East Surface,S,6.8,7.24,1.63,1.5,4.24,81.1544,
9/2/2021,8:15:0,09/02/21 08:15, Patapsco River  - Aquarium East Surface,S,6.88,7.22,1.68,1.5,6.91,81.4082,
9/2/2021,8:30:0,09/02/21 08:30, Patapsco River  - Aquarium East Surface,S,6.89,7.22,1.6,1.42,4.7,81.3884,
9/2/2021,8:45:0,09/02/21 08:45, Patapsco River  - Aquarium East Surface,S,6.88,7.23,1.72,1.42,3.87,81.2462,
9/2/2021,9:0:0,09/02/21 09:00, Patapsco River  - Aquarium East Surface,S,6.99,7.24,1.51,1.3,3,81.662,
9/2/2021,9:15:0,09/02/21 09:15, Patapsco River  - Aquarium East Surface,S,6.94,7.25,1.81,1.5,4.15,81.5684,
9/2/2021,9:30:0,09/02/21 09:30, Patapsco River  - Aquarium East Surface,S,7.22,7.25,1.66,1.77,2.34,82.139,
9/2/2021,9:45:0,09/02/21 09:45, Patapsco River  - Aquarium East Surface,S,7.09,7.25,1.91,1.55,2.7,81.7736,
9/2/2021,10:0:0,09/02/21 10:00, Patapsco River  - Aquarium East Surface,S,7.12,7.25,2.12,1.68,2.46,81.932,
9/2/2021,10:15:0,09/02/21 10:15, Patapsco River  - Aquarium East Surface,S,7.21,7.24,1.64,1.59,2.77,82.193,
9/2/2021,10:30:0,09/02/21 10:30, Patapsco River  - Aquarium East Surface,S,7.25,7.25,1.76,1.59,3.9,82.3064,
9/2/2021,10:45:0,09/02/21 10:45, Patapsco River  - Aquarium East Surface,S,7.25,7.26,1.68,1.41,3.57,82.418,
9/2/2021,11:0:0,09/02/21 11:00, Patapsco River  - Aquarium East Surface,S,7.26,7.26,1.49,1.64,2.39,82.4756,
9/2/2021,11:15:0,09/02/21 11:15, Patapsco River  - Aquarium East Surface,S,7.31,7.24,1.43,1.65,2.55,82.5926,
9/2/2021,11:30:0,09/02/21 11:30, Patapsco River  - Aquarium East Surface,S,7.33,7.25,1.68,1.81,1.9,82.661,
9/2/2021,11:45:0,09/02/21 11:45, Patapsco River  - Aquarium East Surface,S,7.31,7.27,1.51,1.63,2.09,82.5818,
9/2/2021,12:0:0,09/02/21 12:00, Patapsco River  - Aquarium East Surface,S,7.29,7.25,1.31,1.39,2.49,82.5656,
9/2/2021,12:15:0,09/02/21 12:15, Patapsco River  - Aquarium East Surface,S,7.36,7.26,1.42,1.57,2.45,82.7312,
9/2/2021,12:30:0,09/02/21 12:30, Patapsco River  - Aquarium East Surface,S,7.43,7.25,1.17,2.24,1.66,82.814,
9/2/2021,12:45:0,09/02/21 12:45, Patapsco River  - Aquarium East Surface,S,7.42,7.23,1.09,2.22,1.34,82.7708,
9/2/2021,13:0:0,09/02/21 13:00, Patapsco River  - Aquarium East Surface,S,7.41,7.26,1.35,2.37,1.66,82.8356,
9/2/2021,13:15:0,09/02/21 13:15, Patapsco River  - Aquarium East Surface,S,7.5,7.24,0.98,2.3,1.33,82.8734,
9/2/2021,13:30:0,09/02/21 13:30, Patapsco River  - Aquarium East Surface,S,7.55,7.23,1.02,3.24,1.07,82.9166,
9/2/2021,13:45:0,09/02/21 13:45, Patapsco River  - Aquarium East Surface,S,7.44,7.28,1.78,2.16,2.15,82.7996,
9/2/2021,14:0:0,09/02/21 14:00, Patapsco River  - Aquarium East Surface,S,7.51,7.25,1.28,2.81,1.78,82.8194,
9/2/2021,14:15:0,09/02/21 14:15, Patapsco River  - Aquarium East Surface,S,7.51,7.26,1.42,2.15,2.13,82.7096,
9/2/2021,14:30:0,09/02/21 14:30, Patapsco River  - Aquarium East Surface,S,7.64,7.25,1.22,2.77,1.97,82.8068,
9/2/2021,14:45:0,09/02/21 14:45, Patapsco River  - Aquarium East Surface,S,7.64,7.24,1.09,2.71,1.73,82.823,
9/2/2021,15:0:0,09/02/21 15:00, Patapsco River  - Aquarium East Surface,S,7.73,7.23,0.73,3.4,1.6,82.796,
9/2/2021,15:15:0,09/02/21 15:15, Patapsco River  - Aquarium East Surface,S,7.88,7.25,0.85,3.89,1.55,82.6088,
9/2/2021,15:30:0,09/02/21 15:30, Patapsco River  - Aquarium East Surface,S,7.8,7.26,1.15,3.18,1.7,82.4828,
9/2/2021,15:45:0,09/02/21 15:45, Patapsco River  - Aquarium East Surface,S,7.96,7.25,0.9,3.96,1.46,82.4972,
9/2/2021,16:0:0,09/02/21 16:00, Patapsco River  - Aquarium East Surface,S,8.06,7.25,0.81,4.17,1.36,82.373,
9/2/2021,16:15:0,09/02/21 16:15, Patapsco River  - Aquarium East Surface,S,8.09,7.26,0.8,4.54,1.19,82.319,
9/2/2021,16:30:0,09/02/21 16:30, Patapsco River  - Aquarium East Surface,S,8.26,7.28,0.71,5.54,1.44,82.3478,
9/2/2021,16:45:0,09/02/21 16:45, Patapsco River  - Aquarium East Surface,S,8.35,7.29,0.82,5.7,1.46,82.2416,
9/2/2021,17:0:0,09/02/21 17:00, Patapsco River  - Aquarium East Surface,S,8.52,7.3,0.64,6.89,1.61,82.1696,
9/2/2021,17:15:0,09/02/21 17:15, Patapsco River  - Aquarium East Surface,S,8.54,7.3,0.7,6.63,1.35,82.1534,
9/2/2021,17:30:0,09/02/21 17:30, Patapsco River  - Aquarium East Surface,S,8.74,7.31,0.64,7.47,1.33,82.1408,
9/2/2021,17:45:0,09/02/21 17:45, Patapsco River  - Aquarium East Surface,S,8.77,7.31,0.62,8,1.52,82.0778,
9/2/2021,18:0:0,09/02/21 18:00, Patapsco River  - Aquarium East Surface,S,8.86,7.3,0.76,7.44,1.4,81.9626,
9/2/2021,18:15:0,09/02/21 18:15, Patapsco River  - Aquarium East Surface,S,8.85,7.3,0.84,7.74,1.42,81.8006,
9/2/2021,18:30:0,09/02/21 18:30, Patapsco River  - Aquarium East Surface,S,8.83,7.3,0.7,7.99,1.7,81.734,
9/2/2021,18:45:0,09/02/21 18:45, Patapsco River  - Aquarium East Surface,S,8.56,7.27,0.93,6.4,1.62,81.4352,
9/2/2021,19:0:0,09/02/21 19:00, Patapsco River  - Aquarium East Surface,S,8.46,7.25,1.02,5.6,1.48,81.2984,
9/2/2021,19:15:0,09/02/21 19:15, Patapsco River  - Aquarium East Surface,S,8.49,7.26,1.26,5.51,1.51,81.3038,
9/2/2021,19:30:0,09/02/21 19:30, Patapsco River  - Aquarium East Surface,S,8.51,7.25,1.12,5.59,1.62,81.2552,
9/2/2021,19:45:0,09/02/21 19:45, Patapsco River  - Aquarium East Surface,S,8.47,7.25,0.93,6.45,1.42,81.2786,
9/2/2021,20:0:0,09/02/21 20:00, Patapsco River  - Aquarium East Surface,S,8.47,7.25,0.89,6.87,1.58,81.2732,
9/2/2021,20:15:0,09/02/21 20:15, Patapsco River  - Aquarium East Surface,S,8.4,7.25,0.82,7.5,1.69,81.2426,
9/2/2021,20:30:0,09/02/21 20:30, Patapsco River  - Aquarium East Surface,S,8.41,7.26,0.75,7.38,1.64,81.311,
9/2/2021,20:45:0,09/02/21 20:45, Patapsco River  - Aquarium East Surface,S,8.48,7.26,0.77,7.68,1.73,81.3326,
9/2/2021,21:0:0,09/02/21 21:00, Patapsco River  - Aquarium East Surface,S,8.42,7.25,0.94,6.41,1.8,81.275,
9/2/2021,21:15:0,09/02/21 21:15, Patapsco River  - Aquarium East Surface,S,8.52,7.28,0.37,9.6,1.79,81.5198,
9/2/2021,21:30:0,09/02/21 21:30, Patapsco River  - Aquarium East Surface,S,8.44,7.27,0.78,7.6,1.57,81.095,
9/2/2021,21:45:0,09/02/21 21:45, Patapsco River  - Aquarium East Surface,S,8.32,7.24,1.11,6.04,1.42,80.7026,
9/2/2021,22:0:0,09/02/21 22:00, Patapsco River  - Aquarium East Surface,S,8.35,7.22,1.18,6,2.17,80.7206,
9/2/2021,22:15:0,09/02/21 22:15, Patapsco River  - Aquarium East Surface,S,8.4,7.22,1.07,5.98,1.86,80.4398,
9/2/2021,22:30:0,09/02/21 22:30, Patapsco River  - Aquarium East Surface,S,8.27,7.22,1.26,5.95,1.7,80.1104,
9/2/2021,22:45:0,09/02/21 22:45, Patapsco River  - Aquarium East Surface,S,8.35,7.22,1.26,5.8,1.15,80.0816,
9/2/2021,23:0:0,09/02/21 23:00, Patapsco River  - Aquarium East Surface,S,8.49,7.28,0.41,7.3,1.61,80.888,
9/2/2021,23:15:0,09/02/21 23:15, Patapsco River  - Aquarium East Surface,S,8.24,7.23,1.04,5.84,1.43,80.2094,
9/2/2021,23:30:0,09/02/21 23:30, Patapsco River  - Aquarium East Surface,S,8.26,7.24,1.28,6.33,1.57,80.4002,
9/2/2021,23:45:0,09/02/21 23:45, Patapsco River  - Aquarium East Surface,S,8.2,7.23,1.46,6.62,1.48,80.1212,
9/3/2021,0:0:0,09/03/21 00:00, Patapsco River  - Aquarium East Surface,S,8.32,7.26,0.92,7.38,1.92,80.6882,
9/3/2021,0:15:0,09/03/21 00:15, Patapsco River  - Aquarium East Surface,S,8.25,7.25,0.82,8.57,1.55,80.3966,
9/3/2021,0:30:0,09/03/21 00:30, Patapsco River  - Aquarium East Surface,S,8.11,7.25,1.81,5.84,1.56,79.7756,
9/3/2021,0:45:0,09/03/21 00:45, Patapsco River  - Aquarium East Surface,S,8.16,7.25,1.45,6.22,1.31,79.826,
9/3/2021,1:0:0,09/03/21 01:00, Patapsco River  - Aquarium East Surface,S,8.12,7.27,1.72,6.81,1.68,79.7792,
9/3/2021,1:15:0,09/03/21 01:15, Patapsco River  - Aquarium East Surface,S,8.08,7.25,1.44,6.19,1.55,79.646,
9/3/2021,1:30:0,09/03/21 01:30, Patapsco River  - Aquarium East Surface,S,8.13,7.24,1.69,5.78,1.5,79.6568,
9/3/2021,1:45:0,09/03/21 01:45, Patapsco River  - Aquarium East Surface,S,8.13,7.24,1.52,6,1.49,79.6496,
9/3/2021,2:0:0,09/03/21 02:00, Patapsco River  - Aquarium East Surface,S,8.19,7.24,1.72,6.38,1.6,79.6118,
9/3/2021,2:15:0,09/03/21 02:15, Patapsco River  - Aquarium East Surface,S,8.25,7.24,1.81,5.7,1.67,79.628,
