"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/09/03","12:42","0.969","-","1.6"
"2022/09/03","12:48","0.982","-","1.62"
"2022/09/03","12:54","0.996","-","1.63"
"2022/09/03","13:00","1.01","-","1.65"
"2022/09/03","13:06","1.026","-","1.66"
"2022/09/03","13:12","1.041","-","1.68"
"2022/09/03","13:18","1.057","-","1.72"
"2022/09/03","13:24","1.073","-","1.73"
"2022/09/03","13:30","1.09","-","1.77"
"2022/09/03","13:36","1.106","-","1.79"
"2022/09/03","13:42","1.122","-","1.81"
"2022/09/03","13:48","1.138","-","1.82"
"2022/09/03","13:54","1.153","-","1.84"
"2022/09/03","14:00","1.169","-","1.86"
"2022/09/03","14:06","1.184","-","1.87"
"2022/09/03","14:12","1.198","-","1.89"
"2022/09/03","14:18","1.212","-","1.91"
"2022/09/03","14:24","1.225","-","1.93"
"2022/09/03","14:30","1.238","-","1.94"
"2022/09/03","14:36","1.25","-","1.94"
"2022/09/03","14:42","1.261","-","1.95"
"2022/09/03","14:48","1.272","-","1.96"
"2022/09/03","14:54","1.282","-","1.96"
"2022/09/03","15:00","1.291","-","1.98"
"2022/09/03","15:06","1.3","-","1.98"
"2022/09/03","15:12","1.308","-","1.98"
"2022/09/03","15:18","1.316","-","1.99"
"2022/09/03","15:24","1.323","-","1.99"
"2022/09/03","15:30","1.329","-","2"
"2022/09/03","15:36","1.334","-","2"
"2022/09/03","15:42","1.338","-","2.01"
"2022/09/03","15:48","1.342","-","2.01"
"2022/09/03","15:54","1.345","-","2.01"
"2022/09/03","16:00","1.347","-","2.02"
"2022/09/03","16:06","1.347","-","2.02"
"2022/09/03","16:12","1.347","-","2.02"
"2022/09/03","16:18","1.346","-","2.01"
"2022/09/03","16:24","1.344","-","2.01"
"2022/09/03","16:30","1.341","-","2"
"2022/09/03","16:36","1.336","-","1.99"
"2022/09/03","16:42","1.331","-","1.98"
"2022/09/03","16:48","1.324","-","1.97"
"2022/09/03","16:54","1.315","-","1.96"
"2022/09/03","17:00","1.306","-","1.94"
"2022/09/03","17:06","1.296","-","1.93"
"2022/09/03","17:12","1.284","-","1.91"
"2022/09/03","17:18","1.271","-","1.9"
"2022/09/03","17:24","1.256","-","1.87"
"2022/09/03","17:30","1.241","-","1.86"
"2022/09/03","17:36","1.224","-","1.83"
"2022/09/03","17:42","1.207","-","1.81"
"2022/09/03","17:48","1.188","-","1.8"
"2022/09/03","17:54","1.169","-","1.78"
"2022/09/03","18:00","1.149","-","1.76"
"2022/09/03","18:06","1.127","-","1.73"
"2022/09/03","18:12","1.106","-","1.71"
"2022/09/03","18:18","1.083","-","1.69"
"2022/09/03","18:24","1.06","-","1.65"
"2022/09/03","18:30","1.037","-","1.62"
"2022/09/03","18:36","1.013","-","1.6"
"2022/09/03","18:42","0.989","-","1.58"
"2022/09/03","18:48","0.965","-","1.55"
"2022/09/03","18:54","0.941","-","1.53"
"2022/09/03","19:00","0.917","-","1.49"
"2022/09/03","19:06","0.893","-","1.47"
"2022/09/03","19:12","0.869","-","1.44"
"2022/09/03","19:18","0.845","-","1.42"
"2022/09/03","19:24","0.821","-","1.39"
"2022/09/03","19:30","0.798","-","1.36"
"2022/09/03","19:36","0.775","-","1.34"
"2022/09/03","19:42","0.753","-","1.32"
"2022/09/03","19:48","0.731","-","1.3"
"2022/09/03","19:54","0.71","-","1.28"
"2022/09/03","20:00","0.69","-","1.24"
"2022/09/03","20:06","0.67","-","1.22"
"2022/09/03","20:12","0.651","-","1.21"
"2022/09/03","20:18","0.632","-","1.19"
"2022/09/03","20:24","0.615","-","1.16"
"2022/09/03","20:30","0.598","-","1.15"
"2022/09/03","20:36","0.582","-","1.13"
"2022/09/03","20:42","0.567","-","1.12"
"2022/09/03","20:48","0.554","-","1.1"
"2022/09/03","20:54","0.541","-","1.07"
"2022/09/03","21:00","0.529","-","1.06"
"2022/09/03","21:06","0.518","-","1.05"
"2022/09/03","21:12","0.508","-","1.02"
"2022/09/03","21:18","0.499","-","1"
"2022/09/03","21:24","0.491","-","1"
"2022/09/03","21:30","0.484","-","0.97"
"2022/09/03","21:36","0.479","-","0.94"
"2022/09/03","21:42","0.474","-","0.94"
"2022/09/03","21:48","0.47","-","0.91"
"2022/09/03","21:54","0.467","-","0.92"
"2022/09/03","22:00","0.465","-","0.88"
"2022/09/03","22:06","0.465","-","0.88"
"2022/09/03","22:12","0.465","-","0.87"
"2022/09/03","22:18","0.466","-","0.84"
"2022/09/03","22:24","0.468","-","0.85"
"2022/09/03","22:30","0.471","-","0.84"
"2022/09/03","22:36","0.476","-","0.84"
"2022/09/03","22:42","0.481","-","0.84"
"2022/09/03","22:48","0.487","-","0.82"
"2022/09/03","22:54","0.494","-","0.82"
"2022/09/03","23:00","0.502","-","0.82"
"2022/09/03","23:06","0.512","-","0.82"
"2022/09/03","23:12","0.523","-","0.82"
"2022/09/03","23:18","0.534","-","0.84"
"2022/09/03","23:24","0.548","-","0.85"
"2022/09/03","23:30","0.562","-","0.86"
"2022/09/03","23:36","0.578","-","0.87"
"2022/09/03","23:42","0.595","-","0.88"
"2022/09/03","23:48","0.614","-","0.89"
"2022/09/03","23:54","0.634","-","0.92"
"2022/09/04","00:00","0.655","-","0.94"
"2022/09/04","00:06","0.678","-","0.96"
"2022/09/04","00:12","0.703","-","0.99"
"2022/09/04","00:18","0.729","-","1.02"
"2022/09/04","00:24","0.756","-","1.05"
"2022/09/04","00:30","0.785","-","1.08"
"2022/09/04","00:36","0.815","-","1.1"
"2022/09/04","00:42","0.847","-","1.15"
"2022/09/04","00:48","0.88","-","1.17"
"2022/09/04","00:54","0.913","-","1.21"
"2022/09/04","01:00","0.948","-","1.26"
"2022/09/04","01:06","0.984","-","1.28"
"2022/09/04","01:12","1.021","-","1.32"
"2022/09/04","01:18","1.058","-","1.36"
"2022/09/04","01:24","1.096","-","1.38"
"2022/09/04","01:30","1.134","-","1.43"
"2022/09/04","01:36","1.173","-","1.46"
"2022/09/04","01:42","1.211","-","1.5"
"2022/09/04","01:48","1.25","-","1.54"
"2022/09/04","01:54","1.288","-","1.58"
"2022/09/04","02:00","1.326","-","1.6"
"2022/09/04","02:06","1.364","-","1.63"
"2022/09/04","02:12","1.401","-","1.67"
"2022/09/04","02:18","1.438","-","1.71"
"2022/09/04","02:24","1.474","-","1.75"
"2022/09/04","02:30","1.51","-","1.77"
"2022/09/04","02:36","1.544","-","1.81"
"2022/09/04","02:42","1.578","-","1.84"
"2022/09/04","02:48","1.61","-","1.87"
"2022/09/04","02:54","1.642","-","1.92"
"2022/09/04","03:00","1.673","-","1.95"
"2022/09/04","03:06","1.703","-","1.98"
"2022/09/04","03:12","1.732","-","2.02"
"2022/09/04","03:18","1.759","-","2.04"
"2022/09/04","03:24","1.786","-","2.08"
"2022/09/04","03:30","1.812","-","2.12"
"2022/09/04","03:36","1.836","-","2.15"
"2022/09/04","03:42","1.859","-","2.2"
"2022/09/04","03:48","1.881","-","2.24"
"2022/09/04","03:54","1.902","-","2.28"
"2022/09/04","04:00","1.922","-","2.3"
"2022/09/04","04:06","1.941","-","2.33"
"2022/09/04","04:12","1.958","-","2.35"
"2022/09/04","04:18","1.974","-","2.36"
"2022/09/04","04:24","1.988","-","2.39"
"2022/09/04","04:30","2.001","-","2.41"
"2022/09/04","04:36","2.013","-","2.43"
"2022/09/04","04:42","2.023","-","2.44"
"2022/09/04","04:48","2.032","-","2.44"
"2022/09/04","04:54","2.039","-","2.44"
"2022/09/04","05:00","2.045","-","2.44"
"2022/09/04","05:06","2.049","-","2.46"
"2022/09/04","05:12","2.051","-","2.47"
"2022/09/04","05:18","2.052","-","2.48"
"2022/09/04","05:24","2.051","-","2.47"
"2022/09/04","05:30","2.049","-","2.45"
"2022/09/04","05:36","2.045","-","2.44"
"2022/09/04","05:42","2.04","-","2.42"
"2022/09/04","05:48","2.033","-","2.41"
"2022/09/04","05:54","2.024","-","2.41"
"2022/09/04","06:00","2.014","-","2.4"
"2022/09/04","06:06","2.003","-","2.4"
"2022/09/04","06:12","1.991","-","2.38"
"2022/09/04","06:18","1.977","-","2.36"
"2022/09/04","06:24","1.962","-","2.35"
"2022/09/04","06:30","1.947","-","2.34"
"2022/09/04","06:36","1.93","-","2.33"
"2022/09/04","06:42","1.913","-","2.32"
"2022/09/04","06:48","1.894","-","2.3"
"2022/09/04","06:54","1.875","-","2.27"
"2022/09/04","07:00","1.856","-","2.24"
"2022/09/04","07:06","1.836","-","2.23"
"2022/09/04","07:12","1.815","-","2.2"
"2022/09/04","07:18","1.794","-","2.19"
"2022/09/04","07:24","1.773","-","2.17"
"2022/09/04","07:30","1.752","-","2.15"
"2022/09/04","07:36","1.73","-","2.12"
"2022/09/04","07:42","1.708","-","2.1"
"2022/09/04","07:48","1.686","-","2.08"
"2022/09/04","07:54","1.664","-","2.05"
"2022/09/04","08:00","1.642","-","2.02"
"2022/09/04","08:06","1.62","-","2"
"2022/09/04","08:12","1.597","-","1.98"
"2022/09/04","08:18","1.575","-","1.95"
"2022/09/04","08:24","1.553","-","1.92"
"2022/09/04","08:30","1.532","-","1.9"
"2022/09/04","08:36","1.51","-","1.88"
"2022/09/04","08:42","1.489","-","1.86"
"2022/09/04","08:48","1.467","-","1.84"
"2022/09/04","08:54","1.446","-","1.82"
"2022/09/04","09:00","1.425","-","1.8"
"2022/09/04","09:06","1.405","-","1.78"
"2022/09/04","09:12","1.385","-","1.76"
"2022/09/04","09:18","1.365","-","1.74"
"2022/09/04","09:24","1.345","-","1.73"
"2022/09/04","09:30","1.325","-","1.7"
"2022/09/04","09:36","1.306","-","1.68"
"2022/09/04","09:42","1.287","-","1.65"
"2022/09/04","09:48","1.269","-","1.63"
"2022/09/04","09:54","1.251","-","1.61"
"2022/09/04","10:00","1.233","-","1.59"
"2022/09/04","10:06","1.215","-","1.58"
"2022/09/04","10:12","1.197","-","1.56"
"2022/09/04","10:18","1.18","-","1.54"
"2022/09/04","10:24","1.163","-","1.52"
"2022/09/04","10:30","1.147","-","1.5"
"2022/09/04","10:36","1.13","-","1.48"
"2022/09/04","10:42","1.114","-","1.46"
"2022/09/04","10:48","1.098","-","1.44"
"2022/09/04","10:54","1.083","-","1.42"
"2022/09/04","11:00","1.068","-","1.4"
"2022/09/04","11:06","1.053","-","1.38"
"2022/09/04","11:12","1.038","-","1.37"
"2022/09/04","11:18","1.024","-","1.35"
"2022/09/04","11:24","1.01","-","1.33"
"2022/09/04","11:30","0.997","-","1.32"
"2022/09/04","11:36","0.984","-","1.3"
"2022/09/04","11:42","0.972","-","1.29"
"2022/09/04","11:48","0.96","-","1.28"
"2022/09/04","11:54","0.95","-","1.27"
"2022/09/04","12:00","0.94","-","1.26"
"2022/09/04","12:06","0.931","-","1.24"
"2022/09/04","12:12","0.923","-","1.24"
"2022/09/04","12:18","0.916","-","1.23"
"2022/09/04","12:24","0.91","-","1.22"
"2022/09/04","12:30","0.906","-","1.22"
"2022/09/04","12:36","0.902","-","1.21"
"2022/09/04","12:42","0.9","-","1.21"
"2022/09/04","12:48","0.899","-","1.2"
"2022/09/04","12:54","0.899","-","1.2"
"2022/09/04","13:00","0.9","-","1.2"
"2022/09/04","13:06","0.903","-","1.21"
"2022/09/04","13:12","0.907","-","1.21"
"2022/09/04","13:18","0.912","-","1.21"
"2022/09/04","13:24","0.918","-","1.21"
"2022/09/04","13:30","0.925","-","1.22"
"2022/09/04","13:36","0.933","-","1.23"
"2022/09/04","13:42","0.943","-","1.23"
"2022/09/04","13:48","0.953","-","1.24"
"2022/09/04","13:54","0.963","-","1.25"
"2022/09/04","14:00","0.975","-","1.27"
"2022/09/04","14:06","0.987","-","1.28"
"2022/09/04","14:12","0.999","-","1.29"
"2022/09/04","14:18","1.012","-","1.31"
"2022/09/04","14:24","1.025","-","1.33"
"2022/09/04","14:30","1.038","-","1.34"
"2022/09/04","14:36","1.052","-","1.35"
"2022/09/04","14:42","1.065","-","1.37"
"2022/09/04","14:48","1.079","-","1.38"
"2022/09/04","14:54","1.092","-","1.4"
"2022/09/04","15:00","1.106","-","1.42"
"2022/09/04","15:06","1.119","-","1.43"
"2022/09/04","15:12","1.132","-","1.45"
"2022/09/04","15:18","1.144","-","1.46"
"2022/09/04","15:24","1.157","-","1.47"
"2022/09/04","15:30","1.169","-","1.49"
"2022/09/04","15:36","1.181","-","1.51"
"2022/09/04","15:42","1.192","-","1.51"
"2022/09/04","15:48","1.203","-","1.5"
"2022/09/04","15:54","1.214","-","1.5"
"2022/09/04","16:00","1.224","-","1.5"
"2022/09/04","16:06","1.233","-","1.52"
"2022/09/04","16:12","1.242","-","1.54"
"2022/09/04","16:18","1.251","-","1.54"
"2022/09/04","16:24","1.258","-","1.55"
"2022/09/04","16:30","1.265","-","1.56"
"2022/09/04","16:36","1.272","-","1.55"
"2022/09/04","16:42","1.277","-","1.57"
"2022/09/04","16:48","1.282","-","1.58"
"2022/09/04","16:54","1.286","-","1.58"
"2022/09/04","17:00","1.288","-","1.59"
"2022/09/04","17:06","1.29","-","1.6"
"2022/09/04","17:12","1.29","-","1.59"
"2022/09/04","17:18","1.29","-","1.58"
"2022/09/04","17:24","1.288","-","1.57"
"2022/09/04","17:30","1.285","-","1.56"
"2022/09/04","17:36","1.281","-","1.57"
"2022/09/04","17:42","1.275","-","1.57"
"2022/09/04","17:48","1.269","-","1.57"
"2022/09/04","17:54","1.261","-","1.56"
"2022/09/04","18:00","1.251","-","1.54"
"2022/09/04","18:06","1.241","-","1.54"
"2022/09/04","18:12","1.229","-","1.52"
"2022/09/04","18:18","1.216","-","1.51"
"2022/09/04","18:24","1.202","-","1.51"
"2022/09/04","18:30","1.187","-","1.5"
"2022/09/04","18:36","1.171","-","1.47"
"2022/09/04","18:42","1.154","-","1.44"
"2022/09/04","18:48","1.136","-","1.41"
"2022/09/04","18:54","1.117","-","1.39"
"2022/09/04","19:00","1.098","-","1.38"
"2022/09/04","19:06","1.078","-","1.35"
"2022/09/04","19:12","1.057","-","1.33"
"2022/09/04","19:18","1.036","-","1.3"
"2022/09/04","19:24","1.015","-","1.27"
"2022/09/04","19:30","0.993","-","1.25"
"2022/09/04","19:36","0.971","-","1.21"
"2022/09/04","19:42","0.949","-","1.19"
"2022/09/04","19:48","0.927","-","1.15"
"2022/09/04","19:54","0.905","-","1.14"
"2022/09/04","20:00","0.883","-","1.1"
"2022/09/04","20:06","0.861","-","1.06"
"2022/09/04","20:12","0.839","-","1.05"
"2022/09/04","20:18","0.817","-","1.02"
"2022/09/04","20:24","0.796","-","0.99"
"2022/09/04","20:30","0.775","-","0.97"
"2022/09/04","20:36","0.754","-","0.94"
"2022/09/04","20:42","0.734","-","0.92"
"2022/09/04","20:48","0.714","-","0.91"
"2022/09/04","20:54","0.695","-","0.86"
"2022/09/04","21:00","0.676","-","0.85"
"2022/09/04","21:06","0.658","-","0.83"
"2022/09/04","21:12","0.64","-","0.8"
"2022/09/04","21:18","0.624","-","0.79"
"2022/09/04","21:24","0.608","-","0.76"
"2022/09/04","21:30","0.592","-","0.73"
"2022/09/04","21:36","0.578","-","0.72"
"2022/09/04","21:42","0.565","-","0.7"
"2022/09/04","21:48","0.552","-","0.68"
"2022/09/04","21:54","0.54","-","0.66"
"2022/09/04","22:00","0.53","-","0.65"
"2022/09/04","22:06","0.52","-","0.63"
"2022/09/04","22:12","0.511","-","0.62"
"2022/09/04","22:18","0.503","-","0.61"
"2022/09/04","22:24","0.497","-","0.61"
"2022/09/04","22:30","0.491","-","0.6"
"2022/09/04","22:36","0.486","-","0.58"
"2022/09/04","22:42","0.482","-","0.58"
"2022/09/04","22:48","0.48","-","0.58"
"2022/09/04","22:54","0.478","-","0.57"
"2022/09/04","23:00","0.477","-","0.58"
"2022/09/04","23:06","0.477","-","0.58"
"2022/09/04","23:12","0.478","-","0.6"
"2022/09/04","23:18","0.48","-","0.58"
"2022/09/04","23:24","0.483","-","0.6"
"2022/09/04","23:30","0.487","-","0.61"
"2022/09/04","23:36","0.492","-","0.61"
"2022/09/04","23:42","0.498","-","0.64"
"2022/09/04","23:48","0.505","-","0.64"
"2022/09/04","23:54","0.513","-","0.65"
"2022/09/05","00:00","0.522","-","0.67"
"2022/09/05","00:06","0.532","-","0.68"
"2022/09/05","00:12","0.543","-","0.69"
"2022/09/05","00:18","0.555","-","0.71"
"2022/09/05","00:24","0.568","-","0.74"
"2022/09/05","00:30","0.583","-","0.76"
"2022/09/05","00:36","0.599","-","0.78"
"2022/09/05","00:42","0.616","-","0.81"
"2022/09/05","00:48","0.635","-","0.82"
"2022/09/05","00:54","0.655","-","0.86"
"2022/09/05","01:00","0.676","-","0.88"
"2022/09/05","01:06","0.699","-","0.91"
"2022/09/05","01:12","0.723","-","0.94"
"2022/09/05","01:18","0.749","-","0.98"
"2022/09/05","01:24","0.775","-","1.02"
"2022/09/05","01:30","0.804","-","1.05"
"2022/09/05","01:36","0.833","-","1.09"
"2022/09/05","01:42","0.863","-","1.13"
"2022/09/05","01:48","0.895","-","1.17"
"2022/09/05","01:54","0.928","-","1.22"
"2022/09/05","02:00","0.962","-","1.26"
"2022/09/05","02:06","0.996","-","1.3"
"2022/09/05","02:12","1.031","-","1.33"
"2022/09/05","02:18","1.067","-","1.37"
"2022/09/05","02:24","1.104","-","1.41"
"2022/09/05","02:30","1.141","-","1.45"
"2022/09/05","02:36","1.178","-","1.49"
"2022/09/05","02:42","1.215","-","1.53"
"2022/09/05","02:48","1.253","-","1.57"
"2022/09/05","02:54","1.29","-","1.61"
"2022/09/05","03:00","1.327","-","1.65"
"2022/09/05","03:06","1.364","-","1.69"
"2022/09/05","03:12","1.401","-","1.73"
"2022/09/05","03:18","1.437","-","1.78"
"2022/09/05","03:24","1.473","-","1.81"
"2022/09/05","03:30","1.508","-","1.86"
"2022/09/05","03:36","1.543","-","1.9"
"2022/09/05","03:42","1.577","-","1.95"
"2022/09/05","03:48","1.61","-","1.99"
"2022/09/05","03:54","1.642","-","2.03"
"2022/09/05","04:00","1.674","-","2.07"
"2022/09/05","04:06","1.705","-","2.11"
"2022/09/05","04:12","1.734","-","2.15"
"2022/09/05","04:18","1.763","-","2.19"
"2022/09/05","04:24","1.791","-","2.23"
"2022/09/05","04:30","1.818","-","2.26"
"2022/09/05","04:36","1.843","-","2.29"
"2022/09/05","04:42","1.868","-","2.31"
"2022/09/05","04:48","1.891","-","2.35"
"2022/09/05","04:54","1.913","-","2.38"
"2022/09/05","05:00","1.934","-","2.4"
"2022/09/05","05:06","1.954","-","2.42"
"2022/09/05","05:12","1.972","-","2.44"
"2022/09/05","05:18","1.989","-","2.46"
"2022/09/05","05:24","2.004","-","2.48"
"2022/09/05","05:30","2.018","-","2.51"
"2022/09/05","05:36","2.03","-","2.53"
"2022/09/05","05:42","2.041","-","2.55"
"2022/09/05","05:48","2.05","-","2.57"
"2022/09/05","05:54","2.058","-","2.59"
"2022/09/05","06:00","2.064","-","2.6"
"2022/09/05","06:06","2.068","-","2.61"
"2022/09/05","06:12","2.071","-","2.62"
"2022/09/05","06:18","2.072","-","2.63"
"2022/09/05","06:24","2.072","-","2.64"
"2022/09/05","06:30","2.07","-","2.65"
"2022/09/05","06:36","2.066","-","2.65"
"2022/09/05","06:42","2.061","-","2.65"
"2022/09/05","06:48","2.055","-","2.65"
"2022/09/05","06:54","2.047","-","2.65"
"2022/09/05","07:00","2.038","-","2.65"
"2022/09/05","07:06","2.028","-","2.65"
"2022/09/05","07:12","2.017","-","2.64"
"2022/09/05","07:18","2.005","-","2.64"
"2022/09/05","07:24","1.991","-","2.62"
"2022/09/05","07:30","1.977","-","2.61"
"2022/09/05","07:36","1.962","-","2.6"
"2022/09/05","07:42","1.946","-","2.59"
"2022/09/05","07:48","1.929","-","2.58"
"2022/09/05","07:54","1.912","-","2.56"
"2022/09/05","08:00","1.894","-","2.54"
"2022/09/05","08:06","1.876","-","2.52"
"2022/09/05","08:12","1.857","-","2.5"
"2022/09/05","08:18","1.837","-","2.49"
"2022/09/05","08:24","1.818","-","2.47"
"2022/09/05","08:30","1.797","-","2.45"
"2022/09/05","08:36","1.777","-","2.43"
"2022/09/05","08:42","1.756","-","2.41"
"2022/09/05","08:48","1.735","-","2.39"
"2022/09/05","08:54","1.714","-","2.38"
"2022/09/05","09:00","1.692","-","2.35"
"2022/09/05","09:06","1.671","-","2.33"
"2022/09/05","09:12","1.649","-","2.31"
"2022/09/05","09:18","1.627","-","2.29"
"2022/09/05","09:24","1.605","-","2.27"
"2022/09/05","09:30","1.584","-","2.25"
"2022/09/05","09:36","1.562","-","2.22"
"2022/09/05","09:42","1.54","-","2.21"
"2022/09/05","09:48","1.518","-","2.19"
"2022/09/05","09:54","1.496","-","2.17"
"2022/09/05","10:00","1.475","-","2.15"
"2022/09/05","10:06","1.454","-","2.13"
"2022/09/05","10:12","1.433","-","2.1"
"2022/09/05","10:18","1.412","-","2.08"
"2022/09/05","10:24","1.391","-","2.06"
"2022/09/05","10:30","1.37","-","2.05"
"2022/09/05","10:36","1.35","-","2.03"
"2022/09/05","10:42","1.33","-","2.01"
"2022/09/05","10:48","1.31","-","1.99"
"2022/09/05","10:54","1.291","-","1.97"
"2022/09/05","11:00","1.271","-","1.95"
"2022/09/05","11:06","1.252","-","1.94"
"2022/09/05","11:12","1.233","-","1.93"
"2022/09/05","11:18","1.214","-","1.91"
"2022/09/05","11:24","1.196","-","1.9"
"2022/09/05","11:30","1.177","-","1.88"
"2022/09/05","11:36","1.159","-","1.87"
"2022/09/05","11:42","1.141","-","1.85"
"2022/09/05","11:48","1.123","-","1.84"
"2022/09/05","11:54","1.105","-","1.83"
"2022/09/05","12:00","1.087","-","1.82"
"2022/09/05","12:06","1.07","-","1.81"
"2022/09/05","12:12","1.053","-","1.79"
"2022/09/05","12:18","1.036","-","1.79"
"2022/09/05","12:24","1.02","-","1.77"
"2022/09/05","12:30","1.004","-","1.76"
"2022/09/05","12:36","0.988","-","1.75"
"2022/09/05","12:42","0.973","-","1.74"
"2022/09/05","12:48","0.959","-","1.72"
"2022/09/05","12:54","0.946","-","1.71"
"2022/09/05","13:00","0.933","-","1.68"
"2022/09/05","13:06","0.921","-","1.67"
"2022/09/05","13:12","0.91","-","1.65"
"2022/09/05","13:18","0.9","-","1.64"
"2022/09/05","13:24","0.891","-","1.62"
"2022/09/05","13:30","0.884","-","1.61"
"2022/09/05","13:36","0.877","-","1.6"
"2022/09/05","13:42","0.872","-","1.58"
"2022/09/05","13:48","0.868","-","1.58"
"2022/09/05","13:54","0.866","-","1.57"
"2022/09/05","14:00","0.865","-","1.56"
"2022/09/05","14:06","0.865","-","1.56"
"2022/09/05","14:12","0.867","-","1.56"
"2022/09/05","14:18","0.87","-","1.55"
"2022/09/05","14:24","0.874","-","1.55"
"2022/09/05","14:30","0.879","-","1.54"
"2022/09/05","14:36","0.886","-","1.54"
"2022/09/05","14:42","0.893","-","1.55"
"2022/09/05","14:48","0.902","-","1.57"
"2022/09/05","14:54","0.911","-","1.57"
"2022/09/05","15:00","0.922","-","1.59"
"2022/09/05","15:06","0.933","-","1.6"
"2022/09/05","15:12","0.945","-","1.61"
"2022/09/05","15:18","0.957","-","1.61"
"2022/09/05","15:24","0.97","-","1.6"
"2022/09/05","15:30","0.983","-","1.62"
"2022/09/05","15:36","0.997","-","1.64"
"2022/09/05","15:42","1.011","-","1.65"
"2022/09/05","15:48","1.025","-","1.66"
"2022/09/05","15:54","1.039","-","1.67"
"2022/09/05","16:00","1.054","-","1.69"
"2022/09/05","16:06","1.068","-","1.69"
"2022/09/05","16:12","1.082","-","1.68"
"2022/09/05","16:18","1.096","-","1.69"
"2022/09/05","16:24","1.11","-","1.71"
"2022/09/05","16:30","1.124","-","1.73"
"2022/09/05","16:36","1.137","-","1.73"
"2022/09/05","16:42","1.15","-","1.73"
"2022/09/05","16:48","1.163","-","1.74"
"2022/09/05","16:54","1.176","-","1.74"
